"CCUS ID";"MT ID";"Name";"Address";"City";"State";"zip";
152368;22031913;"Torat Hayim Hebrew Academy";"1210 S. Lacienega Blvd.";"Los Angeles";"CA";90035;
152387;22028414;"Tot Town Child Development Center";"2001 10th Street";"Sacramento";"CA";95818;
152390;22025950;"Tots University";"7890 Oxbow Lane";"Dublin";"CA";94568;
152410;22034157;"Transfiguration Nursery School";"3900 Alameda De Las Pulg";"San Mateo";"CA";94403;
152421;22031931;"TRF - A.J. Cannon";"5171 W. Jefferson Boulevard";"Los Angeles";"CA";90016;
152458;22030680;"Trinity Street Early Education Center";"3816 Trinity St";"Los Angeles";"CA";90011;
152489;22031950;"Turningpoint School";"8780 National Boulevard";"Culver City";"CA";90232;
152501;22026201;"Tutor Time";"4858 San Juan Ave";"Fair Oaks";"CA";95628;
152505;22034964;"Tutor Time Child Care Learning Center";"3040 Chino Ave.";"Chino Hills";"CA";91709;
152507;22030684;"Tutor Time Child Care Learning Center";"203 S. Azusa Avenue";"West Covina";"CA";91790;
152508;22032772;"Tutor Time Child Care Learning Center";"17331 Los Angeles Street";"Yorba Linda";"CA";92886;
152509;22029221;"Tutor Time Child Care Learning Center";"9440 Cuyamaca Street";"Santee";"CA";92071;
152512;22032771;"Tutor Time Child Care Learning Center";"5309 Beach Blvd.";"Buena Park";"CA";90621;
152518;22032773;"Tutor Time Child Care Learning Centers";"30722 El Portal";"Rancho Santa Margarita";"CA";92688;
152544;22034971;"Tutor Tots";"1020 E. Washington Street";"Colton";"CA";92324;
152550;22030690;"Twenty Eighth Street Early Education Center";"747 E 28'th Street";"Los Angeles";"CA";90011;
152577;11805;"Un Mundo De Amigos Preschool";"1480 Long Beach Blvd.";"Long Beach";"CA";90813;
152616;22032786;"University Montessori School of Irvine";"101 Russell Place";"Irvine";"CA";92612;
152626;22034163;"Urban Sprouts Day School";"1165 El Camino Real";"South San Francisco";"CA";94080;
152659;22025951;"Valley Christian Preschool";"7500 Inspiration Drive";"Dublin";"CA";94568;
152676;22028178;"Valley Springs Christian Preschool";"2401 Olympus Drive";"Roseville";"CA";95661;
152721;22031983;"Village Glen Preschool Program";"4160 Grand View Boulevard";"Los Angeles";"CA";90066;
152728;22032790;"Village Montessori School of Irvine";"4552 Sandburg Way";"Irvine";"CA";92612;
152816;22032965;"VUSD - Highland CDC Preschool";"1309 Ensign";"Vallejo";"CA";94590;
152836;22029030;"W. C. Overfelt Children's Center";"1835 Cunningham Avenue";"San Jose";"CA";95122;
152852;22033937;"Wah Mei School";"1400 Judah Street";"San Francisco";"CA";94122;
152853;22029173;"Waha Montessori";"220 Blake Avenue #a";"Santa Clara";"CA";95050;
152861;9875;"Waldorf School of San Diego";"3547 Altadena Avenue";"San Diego";"CA";92105;
152862;22028785;"Walker's Children's Center";"9245 Hillery Drive";"San Diego";"CA";92126;
152880;22032009;"Wanda A. Mikes Early Education Center";"7720 South Vermont Avenue";"Los Angeles";"CA";90044;
152893;22028420;"Washington Children's Center";"530 18th Street";"Sacramento";"CA";95814;
152918;22034985;"Water of Life Preschool";"7625 East Avenue";"Fontana";"CA";92336;
152961;22032014;"Wee Folks Christian Preschool";"2320 W. Slauson Blvd.";"Los Angeles";"CA";90043;
152962;22027646;"Wee Li'l People Preschool";"650 Alma Street";"Oakland";"CA";94610;
152967;22029735;"Weecare Campus";"2210 Oak Grove Road";"Walnut Creek";"CA";94598;
152976;22030769;"Wesleyan Day Care Center";"3205 ""d"" Street";"La Verne";"CA";91750;
153030;22032032;"Westminster Presbyterian Pre-school";"32111 Watergate Road";"Westlake Village";"CA";91361;
153071;22025758;"White Dove School";"1850 Second Street";"Concord";"CA";94519;
153076;22032042;"White's Child Care & Resource Center";"1358 W. 69th Street";"Los Angeles";"CA";90044;
153105;22026040;"William Brooks Preschool";"3610 Park Drive";"El Dorado Hills";"CA";95762;
153109;22028425;"William Land Preschool";"2120 12 Street";"Sacramento";"CA";95818;
153124;22028795;"Willow Grove Preschool";"14727 Via Azul";"San Diego";"CA";92127;
153180;22030812;"Wonder World Preschool II";"220 So. Chapel Ave.";"Alhambra";"CA";91801;
153188;22025810;"Wonderland Chinese School";"10931 Maxine Avenue";"Cupertino";"CA";95014;
153189;22027281;"Wonderland Daycare Center";"195 North Main Street";"Milpitas";"CA";95035;
153193;22028180;"Woodbridge State Preschool";"515 Niles Street";"Roseville";"CA";95678;
153224;22033113;"Woodside West School";"2577 Guerneville Hwy";"Santa Rosa";"CA";95401;
153274;22029038;"Yerba Buena Children's Center";"1855 Lucretia Avenue";"San Jose";"CA";95122;
153686;22109518;"Best Friends Day Care";"110 West Clifton Avenue";"North Augusta";"SC";29841;
153948;353194;"Child Care Network";"714 Carolina Avenue";"North Augusta";"SC";29841;8032786275
153948;366671;"Child Care Network";"1624 Kent Dairy Road";"Alabaster";"AL";35007;2056219822
154302;22109909;"Edwards Road Baptist Weekday";"1050 Edwards Road";"Greenville";"SC";29615;
154390;22109510;"Fairview Early Childhood Center";"308 West Martintown Road";"North Augusta";"SC";29841;
154393;22109509;"Family Affair Child Care";"1115 Georgia Avenue";"North Augusta";"SC";29841;
154631;22109882;"Haynsworth Private School";"228 East Park Avenue";"Greenville";"SC";29601;
192734;22060458;"The Early Learning Center";"3070 Redwood";"Ann Arbor";"MI";48108;
192768;41400;"19 & Schoenherr KinderCare";"13830 19 Mile Rd.";"Sterling Heights";"MI";48313;
192793;22059956;"Z- Kids Club";"60 East Lincoln";"Zeeland";"MI";49464;
192814;339821;"Airport Road KinderCare";"3575 Airport Rd.";"Waterford";"MI";48329;
192876;339771;"Canton KinderCare";"44212 Cherry Hill Rd.";"Canton";"MI";48187;
193754;22057751;"Greater Lansing Adventist School";"5330 Saint Joseph Hwy.";"Lansing";"MI";48917;
194104;381146;"The Learning Tree - Howell";"1183 Parkway Drive";"Howell";"MI";48843;5175453440
194322;22059608;"Costello School";"1333 Hamman";"Troy";"MI";48098;
194352;609;"Livonia KinderCare";"38880 W. 6 Mile Rd.";"Livonia";"MI";48152;
194443;22058449;"Arcadia Peep";"932 Boswell Lane";"Kalamazoo";"MI";49006;
194452;22059030;"Collins Child Care Center";"12900 Grand Haven";"Sterling Heights";"MI";48312;
194716;340611;"North Troy KinderCare";"5480 Rochester Rd.";"Troy";"MI";48085;
194754;22058463;"Christ For Kids Childcare";"7211 Oakland Drive";"Portage";"MI";49024;
194987;22059663;"Kensington Community Preschool";"1825 E. Square Lake Road";"Troy";"MI";48085;
195104;381148;"The Learning Tree - Livonia North";"33901 Curtis Rd. ";"Livonia";"MI";48152;7342611951
195901;41401;"15 & Schoenherr KinderCare";"13777 15 Mile Rd.";"Sterling Heights";"MI";48312;
195927;339751;"Middlebelt Road KinderCare";"25005 Middlebelt Rd.";"Farmington";"MI";48336;8002077019
195948;22060402;"Little Lamb Nursery & Kindergarten";"2794 Packard Road";"Ann Arbor";"MI";48108;
196080;22059578;"Babes In Toyland";"885 E. Long Lake Road";"Troy";"MI";48085;
196481;22058268;"The Montessori Center";"1370 Beech Street";"East Lansing";"MI";48823;
196533;41260;"Brighton KinderCare";"7600 Nemco Way";"Brighton";"MI";48116;
196745;381174;"Bullfrogs & Butterflies Christian Learning Center";"5902 S. 12th Street";"Portage";"MI";49024;2694882120
196824;22060550;"Garfield Cooperative Preschool";"33901 Curtis";"Livonia";"MI";48152;
197415;22060470;"Vineyard Children's Center";"2275 Platt Road";"Ann Arbor";"MI";48104;
197593;22057754;"Happy Elephant Child Care";"4010 W Michigan";"Lansing";"MI";48917;
197616;340651;"Roseville KinderCare";"18377 Martin Rd.";"Roseville";"MI";48066;
197620;339711;"Ryan Road KinderCare";"33300 Ryan Rd.";"Sterling Heights";"MI";48310;
197664;22058172;"Eastminster and Marble Farms";"693 N. Hagadorn";"East Lansing";"MI";48823;
197735;339571;"Coolidge Highway KinderCare";"5135 Coolidge Highway";"Troy";"MI";48098;
197744;339891;"John R in Troy KinderCare";"5877 John R Rd.";"Troy";"MI";48085;
197745;22059957;"Zeeland Christian Preschool";"334 W Central";"Zeeland";"MI";49464;
197808;42898;"Dearborn KinderCare";"4900 Evergreen Rd.";"Dearborn";"MI";48128;
197825;22059058;"Fox Child Care";"17500 Millstone Drive";"Macomb";"MI";48044;
197830;22059639;"Hamlin Child Care Programs";"270 Hamlin";"Rochester";"MI";48307;
198532;22058169;"Donley Center";"2961 Lake Lansing Road";"East Lansing";"MI";48823;
198935;42885;"Jade Child Development Center";"41128 Palmer Rd.";"Canton";"MI";48188;7343943500
199398;22060524;"Come Little Children Center";"45050 Warren";"Canton";"MI";48187;
199433;22059715;"Parkview C.A.R.E.";"45825 Eleven Mi Rd";"Novi";"MI";48374;
199458;40670;"West Main KinderCare";"3939 West Main St.";"Kalamazoo";"MI";49006;
200935;22060592;"Livonia Little Tots Day Nursery";"36900 Mallory";"Livonia";"MI";48154;
200937;339501;"Rochester Hills KinderCare";"226 Meadowfield Dr.";"Rochester";"MI";48307;8002077019
200991;22060403;"Little Peoples University";"2946 St Aubin";"Ann Arbor";"MI";48108;
201079;339941;"West Bloomfield KinderCare";"6615 Middlebelt Rd.";"West Bloomfield";"MI";48322;
201098;22057735;"Adventure Club and Delta";"Delta Center Elem Sc 305 S. Canal";"Lansing";"MI";48917;
201106;339581;"Silver Spring KinderCare";"20675 Silver Spring Dr.";"Northville";"MI";48167;
201118;339541;"Shelby Township KinderCare";"51209 Mound Rd.";"Utica";"MI";48316;8002077019
201125;607;"Sterling Heights KinderCare";"37201 Ryan Rd.";"Sterling Heights";"MI";48310;
201422;340601;"Novi KinderCare";"24250 Homestead";"Novi";"MI";48374;
201511;22059213;"Chocolay Children's Center";"197 Terrace Street";"Marquette";"MI";49855;
201645;22059896;"Imagination Station";"396 Allied Court";"Zeeland";"MI";49464;
202611;22059070;"Havel El Child Care Center";"41855 Schoenherr";"Sterling Heights";"MI";48313;
202634;339881;"Waterford KinderCare";"5758 Cooley Lake Rd.";"Waterford";"MI";48327;
202671;340461;"Farmington Hills KinderCare";"29375 Halsted Rd.";"Farmington";"MI";48331;8002077019
202696;22058523;"MLK Westwood Prime Time";"1100 Nichols Road";"Kalamazoo";"MI";49006;
202717;340641;"Romulus KinderCare";"27975 Eureka Rd.";"Romulus";"MI";48174;
203304;22058155;"Bailey Center";"300 Bailey Street";"East Lansing";"MI";48823;
204188;340391;"Greenfield Road KinderCare";"3381 Greenfield Rd.";"Dearborn";"MI";48120;
204256;41399;"Clinton Township KinderCare";"43950 Garfield Rd.";"Clinton Township";"MI";48038;
204266;42275;"Zeeland Community Preschool";"225 E Central Ave";"Zeeland";"MI";49464;
204289;40374;"East Lansing KinderCare";"525 East Saginaw Highway";"East Lansing";"MI";48823;
204563;340791;"Southgate KinderCare";"15500 Reeck Rd.";"Southgate";"MI";48195;
204676;340001;"Auburn Hills KinderCare";"3268 East Walton Blvd.";"Auburn Hills";"MI";48326;
205306;22060502;"Beginners Inn Child Care & Learning Center";"7505 Canton Center";"Canton";"MI";48187;
205971;381244;"Building Blocks Christian Academy";"3734 S Centinela Ave";"Los Angeles";"CA";90066;3103977500
206663;221211;"Meridian KinderCare";"4706 Broadmoor Dr.";"Meridian";"MS";39305;
206980;22129319;"Nino Creative Learning Childcare Center";"3501-45TH STREET";"Meridian";"MS";39305;
207656;22127998;"Kids Etc. Preschool";"9825 South 1300 East";"Sandy";"UT";84094;
207665;220461;"Centerville KinderCare";"518 North 400 West";"Centerville";"UT";84014;
207666;220451;"North Salt Lake KinderCare";"775 North 400 East";"North Salt Lake";"UT";84054;
207667;220441;"Orem KinderCare";"765 East 1200 South";"Orem";"UT";84097;
207668;220431;"Sandy KinderCare";"9165 South 1300 East";"Sandy";"UT";84094;
207669;220421;"West Jordan KinderCare";"1785 West 7888 South";"West Jordan";"UT";84088;
207670;220471;"Draper KinderCare";"12265 South 1190 East";"Draper";"UT";84020;
207726;22128080;"Precious People Day Care";"978 East 12300 South";"Draper";"UT";84020;
207790;22128141;"West Jordan Child Center";"7195 South Redwood Road";"West Jordan";"UT";84084;
223900;220131;"Middletown KinderCare";"70 Corporate Place";"Middletown";"RI";2842;
223902;22111379;"Charles Street Community Center";"663 Charles Street";"Providence";"RI";2904;
223913;354998;"The Children's Workshop - E. Greenwich";"934 Main Street";"East Greenwich";"RI";2818;4018840440
223916;22111297;"Bright Ideas";"1272 West Main Road";"Middletown";"RI";2842;
223920;354849;"The Children's Workshop - Central Falls";"151 Hunt Street";"Central Falls";"RI";2863;4017274474
223921;22111315;"Love 4 All Child Care Center";"6 Wake Robin Road";"Lincoln";"RI";2865;
223922;354915;"The Children's Workshop - Lincoln";"25 Blackstone Valley Place";"Lincoln";"RI";2865;4013342210
223926;354808;"The Children's Workshop - Warren";"410 Child Street";"Warren";"RI";2885;4012472503
223931;22111396;"Clark Street Day Care";"19 Clark Street";"Westerly";"RI";2891;
223937;355055;"The Children's Workshop - Providence";"15 Clarkson Street";"Providence";"RI";2903;4013839958
223947;354949;"The Children's Workshop Smithfield";"22 Cedar Swamp Road";"Smithfield";"RI";2917;
223959;22111105;"London Bridge Child Care Center";"165 Duke Street";"East Greenwich";"RI";2818;
223966;355171;"The Children's Workshop";"4094 Quaker Lane";"North Kingstown";"RI";2852;4012942340
223990;355040;"The Children's Workshop - Westerly";"42 Franklin Street";"Westerly";"RI";2891;4013155544
223996;22111147;"Cozy Corner Child Care Center";"100 Randall Street";"Providence";"RI";2904;
223997;22111154;"Love 4 All Child Care - Metcalf";"162 Metcalf Street";"Providence";"RI";2904;
224006;22111303;"Growing Children of Providence";"1 Capitol Hill";"Providence";"RI";2908;
224015;220141;"Johnston KinderCare";"350 Central Ave.";"Johnston";"RI";2919;
224023;354968;"The Children's Workshop - East Street";"178 East Street";"Pawtucket";"RI";2860;4017283050
224025;22111102;"Tolman Child Care";"150 Exchange Street";"Pawtucket";"RI";2860;
224044;354836;"The Children's Workshop - East Providence";"411 Narragansett Park Drive";"Rumford";"RI";2916;4014341118
224066;22111393;"The Garden Playschool";"84 Cutler Street";"Warren";"RI";2885;
224083;22111123;"Little Red Schoolhouse";"20 Sprague Avenue";"East Providence";"RI";2914;
224085;22111268;"Little Angel's Academy";"415 Central Avenue";"Johnston";"RI";2919;
224105;22111199;"Carrusel Day Care Center";"626 Broad Street";"Central Falls";"RI";2863;
224107;22111254;"Maple Hill Early Learning Center";"1572 Lonsdale Avenue";"Lincoln";"RI";2865;
224169;22111228;"The Children's Place";"355 Ferris Ave";"East Providence";"RI";2914;
233655;22107283;"A Child's World";"5121 Mackay Road";"Jamestown";"NC";27282;
233659;22107553;"Asbury Preschool";"6612 Creedmoor Road";"Raleigh";"NC";27613;
233680;22107404;"Matthews Country Day";"10540 Monroe Rd";"Matthews";"NC";28105;
233692;22105146;"Highland Learning Center";"111 Highland Avenue";"Fayetteville";"NC";28305;
233717;22105582;"Wakefield Creative School";"2700 Wakefield Pines Drive";"Raleigh";"NC";27614;
233818;22105216;"Tendercare Learning Center";"3617 Duke Homestead Road";"Durham";"NC";27704;
233870;22105307;"Brooks Global Aces Program";"1215 Westover Teracce";"Greensboro";"NC";27408;
233983;22108259;"Smart Kids Child Development Center #3";"6215 E Wt Harris Blvd";"Charlotte";"NC";28215;
234002;22109212;"A Quality Dap Child Care Center";"2025 Ashley Road";"Charlotte";"NC";28208;
234112;381079;"Childcare Network #158";"2411 Flint Drive";"Wilmington";"NC";28401;
234113;381080;"Childcare Network #159";"4202 Wilshire Boulevard";"Wilmington";"NC";28403;
234114;381081;"Childcare Network #161";"820 Salisbury Street";"Kernersville";"NC";27284;
234115;381203;"Childcare Network #162";"2200 West Vandalia Road Greensboro NC ";"Greensboro";"NC";27407;3368540111
234116;381082;"Childcare Network #163";"1907 Adams Farm Parkway";"Greensboro";"NC";27407;3368545710
234117;381083;"Childcare Network #164";"5038 Styers Ferry Road";"Lewisville";"NC";27023;
234120;381087;"Childcare Network #178";"3749 Sweeten Creek Road";"Arden";"NC";28704;8286815250
234177;22109061;"Children's World Learning Center";"804 Johns Hopkins";"Greenville";"NC";27834;
234194;22106108;"A New Beginning";"3807 University Drive";"Durham";"NC";27707;
234300;381073;"Childcare Network #125";"350 West Jones Street";"Franklinton";"NC";27525;9195571219
234301;381078;"Childcare Network #157";"5527 West Market Street";"Greensboro";"NC";27409;3362924411
234349;22105777;"Sunshine Smiles Academy";"2611 Broad Street";"Durham";"NC";27704;
234528;22106737;"His Watchmen Child Care";"44 Buck Shoals Road";"Arden";"NC";28704;
234630;22106772;"Elfland Day Care & Fun Learning Center";"2122 Hope Mills Road";"Fayetteville";"NC";28304;
234775;22107198;"Onslow County Child Development Center";"920 Gumbranch Road";"Jacksonville";"NC";28540;
234841;22106586;"Kidz Place II";"7008-7 E Wt Harris Boulevar";"Charlotte";"NC";28215;
235070;22107372;"The Learning Tree";"4306 Lake Avenue";"Wilmington";"NC";28403;
235081;22107375;"Kids Korner Academy";"2800 Shaftsbury Street";"Durham";"NC";27704;
235097;22106945;"FTCC's Children's Center";"2201 Hull Rd";"Fayetteville";"NC";28303;
235135;22107499;"Milestones Learning Center";"4915 Oriole Dr";"Wilmington";"NC";28403;
235206;22107668;"Learning Adventures Child Development Center";"8215 Schooner Lane";"Charlotte";"NC";28270;
235271;22107464;"A Child's Place";"532 Moye Boulevard";"Greenville";"NC";27834;
235292;22105468;"Anointed Future Child Care";"6300 Farm Pond Lane";"Charlotte";"NC";28212;
235298;22107588;"Ashford Academy";"5309 North Idlewild Road";"Charlotte";"NC";28227;
235328;22109196;"Beverly Woods ASEP";"6001 Quail Hollow Road";"Charlotte";"NC";28210;
235336;22105498;"Brent Woodson Carter Center";"117 Mciver Street";"Greensboro";"NC";27412;
235349;22105439;"Bryson Christian Montessori";"2811 University Drive";"Durham";"NC";27707;
235397;381075;"Childcare Network #144";"310 RL Stowe Road";"Belmont";"NC";28012;
235413;22107013;"Club Blvd Sac Club";"400 W Club Boulevard";"Durham";"NC";27704;
235440;22105499;"Curry Child Care Center";"1000 Spring Garden";"Greensboro";"NC";27412;
235449;22106275;"Destinee Childcare Center";"1902 Chestnut Street";"Greenville";"NC";27834;
235551;22106429;"Gaston Learning Academy #1";"908 E 8th Avenue";"Gastonia";"NC";28054;
235589;22107885;"Highland Renaissance ASEP";"125 West Craighead Road";"Charlotte";"NC";28206;
235593;22108815;"Hill's Little Angels Day Care";"6319 Cove Creek Drive";"Charlotte";"NC";28215;
235644;22106575;"Kids R Kids Quality Learning Center";"150 Towne Village Drive";"Cary";"NC";27513;
235646;22107786;"Kidz Are Fun Child Development Center #2";"4262 Freedom Dr";"Charlotte";"NC";28208;
235684;22107156;"Little Hands N Feet Child Care Center";"2906 Brentwood Rd";"Raleigh";"NC";27604;
235700;22109011;"Lots Of Love And Learning Family Child Care";"314 Bainbridge Circle";"Garner";"NC";27529;
