"CCUS ID";"MT ID";"Name";"Address";"City";"State";"zip";
147623;8278;"Martinez KinderCare";"1285 Morello Ave.";"Martinez";"CA";94553;
147624;12487;"Northridge KinderCare";"16901 Lassen St.";"North Hills";"CA";91343;
147625;15862;"Chino KinderCare";"6010 Riverside Dr.";"Chino";"CA";91710;
147631;15880;"Liberty Pkwy KinderCare";"7370 W. Liberty Pkwy";"Fontana";"CA";92336;
147635;10597;"KinderCare Sunnyvale";"1155 East Arques Ave.";"Sunnyvale";"CA";94085;8002077019
147638;15474;"Riverside KinderCare";"7920 Limonite Ave.";"Riverside";"CA";92509;
147639;11133;"Whittier KinderCare";"10704 Scott Ave.";"Whittier";"CA";90604;
147640;12489;"Greenwood Avenue KinderCare";"1520 Greenwood Ave.";"Torrance";"CA";90503;
147641;6996;"N. First Street KinderCare";"6707 N. 1st St.";"Fresno";"CA";93710;
147642;9202;"KinderCare of Riverbank";"5501 Antique Rose Way";"Riverbank";"CA";95367;
147643;5963;"Brentwood KinderCare";"2321 Eagle Rock Ave.";"Brentwood";"CA";94513;
147644;15873;"KinderCare of Victorville";"13615 Bear Valley Rd.";"Victorville";"CA";92392;
147646;5653;"East Antioch KinderCare";"4308 Folsom Dr.";"Antioch";"CA";94531;
147647;15878;"Chino Hills KinderCare";"13815 Peyton Dr.";"Chino Hills";"CA";91709;
147648;6243;"Clayton KinderCare on Main St";"6095 Main St.";"Clayton";"CA";94517;
147649;11132;"La Verne KinderCare";"3602 Wheeler Ave.";"La Verne";"CA";91750;
147650;13543;"Talega KinderCare";"1141 Puerta del Sol";"San Clemente";"CA";92673;
147651;13544;"Ladera Ranch KinderCare";"1000 Corporate Dr.";"Ladera Ranch";"CA";92694;
147652;6998;"Woodward Park KinderCare";"993 East Champlain Dr.";"Fresno";"CA";93720;
147658;6181;"Chula Vista KinderCare";"1101 Paseo Ladera";"Chula Vista";"CA";91910;
147659;9069;"Rancho Bernardo KinderCare San Diego";"11290 Paseo Montanoso";"San Diego";"CA";92127;8002077019
147660;7797;"Rancho San Diego KinderCare";"3655 Via Mercado";"La Mesa";"CA";91941;
147661;9716;"Carmel Mountain KinderCare San Diego";"12135 World Trade Dr.";"San Diego";"CA";92128;8002077019
147662;9717;"Scripps Ranch KinderCare San Diego";"10623 Treena St.";"San Diego";"CA";92131;8002077019
147663;6269;"Clovis KinderCare";"1785 Villa Ave.";"Clovis";"CA";93612;
147664;5655;"Mahogany Way KinderCare";"2300 Mahogany Way";"Antioch";"CA";94509;
147665;5575;"Harbor Bay KinderCare";"2155 North Loop Rd.";"Alameda";"CA";94502;
147666;10192;"El Sobrante KinderCare";"3240 San Pablo Dam Rd.";"El Sobrante";"CA";94803;8002077019
147667;13545;"Imperial Rose KinderCare";"1001 E. Imperial Highway";"Placentia";"CA";92870;
147668;15185;"Bay Meadows KinderCare";"1350 Wayne Way";"San Mateo";"CA";94403;
147669;13546;"Westpark KinderCare";"855 Paseo Westpark";"Irvine";"CA";92606;
147671;7927;"Livermore KinderCare";"4655 Lassen Rd.";"Livermore";"CA";94551;
147672;6307;"Concord KinderCare";"1551 Bailey Rd.";"Concord";"CA";94521;
147673;8918;"Pittsburg KinderCare";"150 East Leland Rd.";"Pittsburg";"CA";94565;
147675;10501;"Stockton KinderCare";"7801 Mariners Dr.";"Stockton";"CA";95219;
147676;8388;"Rumble Road KinderCare";"2825 West Rumble Rd.";"Modesto";"CA";95350;
147677;6647;"Bruceville KinderCare";"9394 Bruceville Rd.";"Elk Grove";"CA";95758;
147678;9080;"Rancho Cordova KinderCare";"2329 Vehicle Dr.";"Rancho Cordova";"CA";95670;
147679;8389;"Modesto KinderCare";"1237 Oakdale Rd.";"Modesto";"CA";95355;
147680;6808;"Lexington Hills KinderCare";"295 S. Lexington Dr.";"Folsom";"CA";95630;
147681;6220;"Antelope KinderCare";"6825 Purslane Way";"Citrus Heights";"CA";95621;
147682;9389;"Vintage KinderCare";"8887 Vintage Park Dr.";"Sacramento";"CA";95828;
147683;6221;"San Juan KinderCare";"5448 San Juan Ave.";"Citrus Heights";"CA";95610;
147684;6648;"Laguna KinderCare";"9150 Peets St.";"Elk Grove";"CA";95758;
147685;9388;"Mack Road KinderCare";"4920 Mack Rd.";"Sacramento";"CA";95823;
147686;10648;"Tracy KinderCare";"265 West Grant Line Rd.";"Tracy";"CA";95376;
147688;6506;"Dublin KinderCare";"11925 Amador Valley Court";"Dublin";"CA";94568;
147689;6646;"Elk Grove KinderCare";"9250 Elk Grove Florin Rd.";"Elk Grove";"CA";95624;
147690;6182;"Eastlake KinderCare";"2354 Fenton St.";"Chula Vista";"CA";91914;
147691;9249;"Woodcreek KinderCare";"5141 Foothills Blvd.";"Roseville";"CA";95747;
147692;6809;"KinderCare at Natoma Station";"420 Natoma Station Dr.";"Folsom";"CA";95630;
147693;9213;"Stanford Ranch KinderCare";"2251 Sunset Blvd.";"Rocklin";"CA";95765;
147694;6391;"Danville KinderCare";"730 San Ramon Valley Blvd.";"Danville";"CA";94526;
147695;13547;"Stonehaven Drive KinderCare";"5360 Stonehaven Dr.";"Yorba Linda";"CA";92887;
147696;13548;"Aliso Viejo KinderCare";"25507 Moulton Pkwy";"Aliso Viejo";"CA";92656;
147697;13549;"Foothill Ranch KinderCare";"26462 Towne Centre Dr.";"Foothill Ranch";"CA";92610;
147698;13550;"Santa Margarita KinderCare";"30062 Santa Margarita Pkwy";"Rancho Santa Margarita";"CA";92688;
147699;13551;"South Street KinderCare";"2515 East South St.";"Anaheim";"CA";92806;
147700;13552;"Huntington Beach KinderCare";"19342 Beach Blvd.";"Huntington Beach";"CA";92648;
147701;13553;"North Fullerton KinderCare";"3223 North Associated Rd.";"Fullerton";"CA";92835;
147702;13554;"South Coast KinderCare";"2515 West Sunflower Ave.";"Santa Ana";"CA";92704;
147703;13555;"Michelson KinderCare";"3661 Michelson Dr.";"Irvine";"CA";92612;
147704;12491;"Canyon Country KinderCare";"18525 West Soledad Canyon Rd.";"Canyon Country";"CA";91351;
147705;13556;"Laguna Niguel KinderCare";"30075 Alicia Pkwy";"Laguna Niguel";"CA";92677;
147706;12492;"Lancaster West KinderCare";"43536 22nd St. West";"Lancaster";"CA";93536;
147707;12493;"Lancaster East KinderCare";"44400 Foxton Ave.";"Lancaster";"CA";93535;
147708;15186;"Foster City KinderCare";"1006 Metro Center Blvd.";"San Mateo";"CA";94404;8002077019
147709;13557;"Fountain Valley KinderCare";"9945 Slater Ave.";"Fountain Valley";"CA";92708;
147710;13558;"Mission Viejo KinderCare";"26912 Estanciero Dr.";"Mission Viejo";"CA";92691;
147711;13559;"Buena Park KinderCare";"4601 Beach Blvd.";"Buena Park";"CA";90621;
147712;13560;"Bearpaw KinderCare";"1 Bear Paw";"Irvine";"CA";92604;
147714;9719;"Rancho Penasquitos KinderCare San Diego";"10065 Paseo Montril";"San Diego";"CA";92129;8002077019
147715;10430;"Spring Valley KinderCare";"10130 Rothgard Rd.";"Spring Valley";"CA";91977;
147716;6731;"Escondido KinderCare";"2415 South Centre City Pkwy";"Escondido";"CA";92025;
147717;9720;"Del Mar Highlands KinderCare San Diego";"3790 Townsgate Dr.";"San Diego";"CA";92130;8002077019
147718;6061;"Poinsettia KinderCare";"1200 Plum Tree Rd.";"Carlsbad";"CA";92011;
147719;6062;"San Marcos KinderCare";"6270 Flying Leo Carrillo Lane";"Carlsbad";"CA";92009;8002077019
147749;22025742;"King's Valley Preschool";"4255 Clayton Road";"Concord";"CA";94521;
147751;22025706;"Kingdom Kids";"2559 Minnewawa";"Clovis";"CA";93612;
147777;340911;"Roseville Knowledge Beginnings";"1741 Santa Clara Dr.";"Roseville";"CA";95661;
147785;22027480;"Kohler Preschool";"4004 Bruce Way";"North Highlands";"CA";95660;
147806;22030034;"L.A. Trade Technical College CDC";"2021 S. Olive Street";"Los Angeles";"CA";90007;
147877;22028637;"La Petite Academy";"12668 Sabre Springs Parkway";"San Diego";"CA";92128;
147877;22028638;"La Petite Academy";"10050 Carmel Mountain Road";"San Diego";"CA";92129;
147879;22025621;"La Petite Academy - East J";"798 East ""J"" Street";"Chula Vista";"CA";91910;
147884;22027997;"La Petite Academy - Rancho Cordova";"11378 Coloma Road";"Rancho Cordova";"CA";95670;
147885;22028130;"La Petite Academy - Rocklin";"5820 Stanford Ranch Road";"Rocklin";"CA";95765;
147886;22025941;"La Petite Academy - Syber Kids";"3 Sybase Drive";"Dublin";"CA";94568;
147926;22030060;"La Verne";"2425 E  Street";"La Verne";"CA";91750;
147927;22030061;"La Verne Parent Participation Preschool";"909 East Juanita Ave.";"La Verne";"CA";91750;
147929;22026855;"Laboratory Employee Children's Center";"1401 Almond Avenue";"Livermore";"CA";94550;
147968;22027540;"Lakeview Preschool";"515 Glenview Avenue";"Oakland";"CA";94610;
148015;22027204;"Lasting Impressions Pre-school Day Care";"244 Morello Drive";"Martinez";"CA";94553;
148030;22029152;"Laurelwood Preschool";"955 Teal Drive";"Santa Clara";"CA";95051;
148119;22026814;"Lemon Grove State Preschool";"8350 Mount Vernon Street";"Lemon Grove";"CA";91945;
148158;22031457;"Life Community Service Center";"5300 W. Adams Blvd.";"Los Angeles";"CA";90016;
148161;22028644;"Lifetime Montessori";"14727 Camino De La Luna";"San Diego";"CA";92127;
148176;22027316;"Lighthouse Preschool";"913 Floyd Ave.";"Modesto";"CA";95350;
148188;22030089;"Lily's Garden Preschool";"616 S. Chapel Ave.";"Alhambra";"CA";91801;
148194;22030091;"Lincoln Child Development Center";"1175 E. 11th Street";"Long Beach";"CA";90813;
148200;22028309;"Lincoln Plaza Montessori";"400 Q Street #1704";"Sacramento";"CA";95814;
148241;22033781;"Little Angels Japanese Preschool";"1457 Ninth Avenue";"San Francisco";"CA";94122;
148245;22034755;"Little Angels Preschool";"5135 Walnut Ave.";"Chino";"CA";91710;
148298;22034065;"Little Hugs Preschool";"740-a Del Monte Avenue";"South San Francisco";"CA";94080;
148299;22025942;"Little Kids Learning Center";"11760 Dublin Boulevard";"Dublin";"CA";94568;
148312;22029217;"Little Learners & Infant Care";"10154 N. Magnolia Avenue";"Santee";"CA";92071;
148320;22026082;"Little London Montessori";"9209 Trenholm Drive";"Elk Grove";"CA";95758;
148328;22028937;"Little Oak Preschool";"1921 Clarinda Way";"San Jose";"CA";95124;
148341;33110;"Little People Preschool & K-g Intl Center/ Russian Imerssion Program";"3595 Taraval St";"San Francisco";"CA";94116;4157511006
148346;22029620;"Little Peoples Preschool & Day Care";"33700 Alvarado - Niles Road";"Union City";"CA";94587;
148382;22033786;"Little Star";"2540 Taraval Street";"San Francisco";"CA";94116;
148389;22027546;"Little Stars Preschool";"169 - 14th Street";"Oakland";"CA";94612;
148396;22029101;"Little Sweet Peas";"1420 Amador St.";"San Pablo";"CA";94806;
148420;22026858;"Livermore Playschool";"5261 East Avenue";"Livermore";"CA";94550;
148449;22029074;"Lollipop Lane Pre-school";"341 Paseo Grande";"San Lorenzo";"CA";94580;
148462;22030116;"Long Beach Center For Child Development";"622 Hill Street";"Long Beach";"CA";90806;
148463;22030117;"Long Beach Child Development Center";"2222 Olive Ave";"Long Beach";"CA";90806;
148469;22030123;"Long Beach Day Nursery - West Branch";"1548 Chestnut Ave";"Long Beach";"CA";90813;
148494;22026965;"Los Altos Parent Preschool";"199 Almond Avenue";"Los Altos";"CA";94022;
148559;22028941;"Luther Burbank Child Development Center";"4 Wabash Avenue";"San Jose";"CA";95128;
148573;22027838;"Lynn Center";"300 East Leland Rd.";"Pittsburg";"CA";94565;
148577;22033057;"Lytton Rancheria Education Center";"1592 Fulton Road";"Santa Rosa";"CA";95403;
148585;22031504;"M.G.'s Academy";"6570 S. Normandie Avenue";"Los Angeles";"CA";90044;
148617;22028317;"Maeola Beitzel Child Development Center";"8140 Caymus Drive";"Sacramento";"CA";95829;
148623;22031507;"Magic Carousel Preschool & Kindergarten";"17956 Sierra Highway";"Canyon Country";"CA";91351;
148634;22028168;"Maidu S.T.A.R";"1950 Johnson Ranch Rd";"Roseville";"CA";95661;
148636;22030159;"Main Castle Learning Center II";"200-206 W. Martin Luther King";"Los Angeles";"CA";90037;
148647;22028944;"Mandala Children's House";"5038 Hyland Avenue";"San Jose";"CA";95127;
148686;22034766;"MAOF Villa De Ninos Early Learning Center";"9999 Feron Blvd., Suite B";"Rancho Cucamonga";"CA";91730;
148702;22028655;"Maranatha Christian Schools";"10752 Coastwood Road";"San Diego";"CA";92127;
148705;22031522;"Marcia's Child Development Center";"2437 S Burnside Ave";"Los Angeles";"CA";90016;
148723;22031525;"Maricopa Pre-school";"3525 Maricopa Street";"Torrance";"CA";90503;
148787;22031528;"Marvin Avenue Early Education Center";"2341 South Curson";"Los Angeles";"CA";90016;
148800;22028323;"Mary Tsukamoto Child Development Center";"8737 Brittany Park Drive";"Sacramento";"CA";95828;
148845;22028946;"Mckinley Preschool Program";"651 Macredes";"San Jose";"CA";95116;
148848;22029552;"Mckinley Village Child Development Center";"2105-2123 Tracy Blvd.";"Tracy";"CA";95376;
148902;22026083;"Merryhill Country School";"6613 Laguna Park Drive";"Elk Grove";"CA";95758;
148921;22027270;"Merryhill School 1071";"123 Corning Avenue";"Milpitas";"CA";95035;
148958;22028332;"Milestones Child Development Center";"1411 O Street";"Sacramento";"CA";95814;
148981;22028665;"Mira Mesa Christian Preschool";"10770 Rickert Road";"San Diego";"CA";92126;
148986;22028667;"Miramar College Child Development Center";"10440 Black Mountain Road";"San Diego";"CA";92126;
148995;22032515;"Miss Muffet's Playhouse";"2229 East Lincoln Avenue";"Anaheim";"CA";92806;
149001;22029156;"Mission College Child Development Center";"3000 Mission College Boulevard";"Santa Clara";"CA";95054;
149011;22032516;"Mission Hills Christian School";"29582 Adventura";"Rancho Santa Margarita";"CA";92688;
149065;22028671;"Monterey Ridge Preschool";"17117 4s Ranch Parkway";"San Diego";"CA";92127;
149077;22034772;"Montessori Academy of Upland";"235 E. Foothill Blvd.";"Upland";"CA";91786;
149078;22030240;"Montessori Academy of West Covina";"1030 E. Merced Avenue";"West Covina";"CA";91790;
149081;22032523;"Montessori at The Park";"21742 Buena Suerte";"Rancho Santa Margarita";"CA";92688;
149089;22026304;"Montessori Children's Center";"33170 Lake Mead Drive";"Fremont";"CA";94555;
149093;22030243;"Montessori Children's House";"5550 Atherton";"Long Beach";"CA";90815;
149096;22030244;"Montessori Children's House - West";"5454 Atherton Street";"Long Beach";"CA";90815;
149108;22026085;"Montessori Country Academy";"8930 Sierra Street";"Elk Grove";"CA";95624;
149123;22028171;"Montessori House of Children";"314 Folsom Rd.";"Roseville";"CA";95678;
149130;22034774;"Montessori In Redlands";"1890 Orange Avenue";"Redlands";"CA";92373;
149136;22026037;"Montessori Manor";"2222 Francisco Dr. Ste. 400";"El Dorado Hills";"CA";95762;
149142;22030250;"Montessori on Elm Preschool + Kindergarten";"930 Elm Avenue";"Long Beach";"CA";90813;
149146;22025943;"Montessori Plus";"7238 San Ramon Road";"Dublin";"CA";94568;
149150;22029059;"Montessori School at Washington Avenue";"14795 Washington Avenue";"San Leandro";"CA";94578;
149159;22025747;"Montessori School of Concord";"3039 Willow Pass Road";"Concord";"CA";94519;
149160;22034374;"Montessori School of Corona";"260 W. Ontario Ave.";"Corona";"CA";92882;
149185;22030252;"Montessori School of San Dimas";"730 E. Foothill Blvd.";"San Dimas";"CA";91773;
149191;22029554;"Montessori School of Tracy";"100 South Tracy Boulevard";"Tracy";"CA";95376;
149200;22029158;"Monticello Academy";"3345 Lochinvar Avenue";"Santa Clara";"CA";95051;
149213;22027206;"Morello Hills Christian Preschool";"1000 Morello Hills Drive";"Martinez";"CA";94553;
149216;22027398;"Morgan Hill Parent-Child Nursery School";"16870 Murphy Avenue";"Morgan Hill";"CA";95037;
149250;22030263;"Mount St. Mary's Child Development Center";"10 Chester Place";"Los Angeles";"CA";90007;
149253;22034778;"Mountain Green Preschool & Child Care";"1020 W. 8th Street";"Upland";"CA";91786;
149282;22033062;"Mt. Taylor Children's Center Too";"190 Arlen Drive";"Rohnert Park";"CA";94928;
149320;22029502;"My Dream Academy";"1500 Partridge Avenue";"Sunnyvale";"CA";94087;
149334;22029721;"My School Preschool";"535 Walnut Avenue";"Walnut Creek";"CA";94598;
149336;22025944;"My Space To Grow";"7197 Amador Valley Boulevard";"Dublin";"CA";94568;
149337;22029722;"My Spanish Village";"1924 Trinity Ave.";"Walnut Creek";"CA";94596;
149390;22029161;"Neighborhood Christian Center";"887 Pomeroy Avenue";"Santa Clara";"CA";95051;
149391;22028953;"Neighborhood Christian Preschool";"1670 Moorpark Avenue";"San Jose";"CA";95128;
149413;22029503;"New Concept School";"1095 Dunford Way";"Sunnyvale";"CA";94087;
149419;22028681;"New Generations Learning Center Plus";"9878 Hibert Street";"San Diego";"CA";92131;
149430;22032936;"New Horizons A Montessori School";"900 Fairgrounds Drive";"Vallejo";"CA";94589;
149448;165301;"New Life Preschool & Learning Center";"10190 Systems Parkway #110";"Sacramento";"CA";95827;9163611611
149475;22032553;"Newland School";"8787 Dolphin Street";"Huntington Beach";"CA";92646;
149578;22027400;"Nordstrom State Preschool";"1425 E. Dunne Avenue";"Morgan Hill";"CA";95037;
149587;22033065;"North Bay Children's Center - Monroe";"2567 Marlow Road";"Santa Rosa";"CA";95403;
149597;22029697;"North County Community Services - Vista";"160 Nettleton Road";"Vista";"CA";92083;
149603;22032938;"North Hills Christian School";"200 Admiral Callaghan Lane";"Vallejo";"CA";94591;
149612;22031606;"North Park Fun For Fours";"23335 Sunset Hills Drive";"Valencia";"CA";91354;
149619;22029724;"Northcreek Preschool";"2303 A Ygnacio Valley Road";"Walnut Creek";"CA";94598;
149641;22028712;"Notre Dame Academy";"4345 Del Mar Trails Road";"San Diego";"CA";92130;
149679;22027959;"Oak Knoll Montessori #2";"15010 Pomerado Road";"Poway";"CA";92064;
149721;22027586;"Oakland Progressive Day Care";"733 Beatie Street";"Oakland";"CA";94606;
149725;22031618;"Oakridge Preschool & Infant Care";"10433 Topanga Canyon";"Chatsworth";"CA";91311;
149768;22034794;"OCS St. Margaret Mary Preschool";"12664 Central Avenue";"Chino";"CA";91710;
149769;22034795;"OCS St. Paul The Apostle Catholic Preschool";"14085 Peyton Drive";"Chino Hills";"CA";91709;
149787;22029736;"Old Firehouse School Walnut Creek";"55 Eckley Lane";"Walnut Creek";"CA";94596;
149791;22028956;"Olinder Preschool";"890 East William Street Rm K32";"San Jose";"CA";95116;
149939;22029062;"Our Future Tots";"2060 Marina Blvd.";"San Leandro";"CA";94579;
149979;22027588;"OUSD - Alice";"250 17th Street";"Oakland";"CA";94612;
150002;22027613;"OUSD - Yuk Yau";"291 - 10th Street";"Oakland";"CA";94607;
150043;22028962;"Pacific Montessori Academy I";"4115 Jacksol Drive";"San Jose";"CA";95124;
150072;22032608;"Page School";"12111 Buaro";"Garden Grove";"CA";92840;
150073;22031649;"Page School of Beverly Hills";"419 S Robertson Blvd";"Beverly Hills";"CA";90211;
150080;22031651;"Palisades Montessori Center";"16706 Marquez Ave.";"Pacific Palisades";"CA";90272;
150163;22028965;"Parkway Child Development Center";"1800 Fruitdale Avenue";"San Jose";"CA";95128;
150195;22032612;"Patti's Preschool";"19270 Goldenwest Street";"Huntington Beach";"CA";92648;
150206;22026310;"Peace Terrace Academy";"33330 Peace Terrace";"Fremont";"CA";94555;
150235;22027705;"Peppertree Montessori";"427 College Blvd. Ste. I";"Oceanside";"CA";92057;
150237;22027149;"Peppertree Schools of Los Gatos";"14969 Los Gatos-almaden Road";"Los Gatos";"CA";95032;
150249;22025021;"Peter Pan Academy";"3171 Mecartney Rd.";"Alameda";"CA";94502;
150308;22032616;"Pine Tree Preschool";"17102 Marda Avenue";"Yorba Linda";"CA";92886;
150311;22031686;"Pinecrest Granada";"17081 Devonshire Street";"Northridge";"CA";91325;
150313;22031687;"Pinecrest School - Lancaster";"2110 West Avenue K";"Lancaster";"CA";93536;
150317;22033498;"Pinecrest Schools";"14100 Peach Hill Rd.";"Moorpark";"CA";93021;
150344;22025749;"Pixie Play School";"1797 Ayers Road";"Concord";"CA";94521;
150366;22031695;"Play Mountain Place";"6063 Hargis Street";"Los Angeles";"CA";90034;
150376;22033832;"Playmates Cooperative Nursery School";"2340 -42nd Avenue";"San Francisco";"CA";94116;
150406;22029163;"Pomeroy District Preschool";"1250 Pomeroy Ave. Rm #21 & 34";"Santa Clara";"CA";95051;
150423;22033501;"Portola Jumpstart State Preschool Program";"6700 Eagle St.";"Ventura";"CA";93003;
150450;22026311;"Precious Time Christian Preschool";"33350 Peace Terrace";"Fremont";"CA";94555;
150460;22032626;"Preschool Academy";"19231 Harding Lane";"Huntington Beach";"CA";92646;
150487;22026312;"Prince of Peace Preschool";"38451 Fremont Blvd.";"Fremont";"CA";94536;
150496;22028978;"Promise Land Preschool";"2575 Coit Drive";"San Jose";"CA";95124;
150498;22033506;"Promiseland Preschool";"380 Mobil Ave.";"Camarillo";"CA";93010;
150586;22027845;"Railroad Junction School";"2224 Railroad Avenue";"Pittsburg";"CA";94565;
150593;22025826;"Rainbow Child Development Center";"101 Sonora Avenue";"Danville";"CA";94526;
150597;22034858;"Rainbow Children's Center";"9817 Baseline Road, Suite A";"Rancho Cucamonga";"CA";91730;
150617;22031712;"Rainbow Promise";"27421 Homyr Pl.";"Canyon Country";"CA";91351;
150649;11601;"Rancho Los Amigos KinderCare";"7755 Golondrinas St.";"Downey";"CA";90242;
150653;22032633;"Rancho Santa Margarita Montessori School";"30075 Comercio";"Rancho Santa Margarita";"CA";92688;
150691;22028364;"Ready-Set-Go Children's Center";"4331 Galbrath Drive";"Sacramento";"CA";95842;
150730;22034452;"Renu Hope Foundation";"13095 Indian Street";"Moreno Valley";"CA";92553;
150746;22025945;"Resurrection Lutheran Preschool";"7557a Amador Valley Boulevard";"Dublin";"CA";94568;
150749;22029510;"Resurrection School";"1395 Hollenbeck Avenue";"Sunnyvale";"CA";94087;
150838;12848;"Roenne's School";"4701-4703 W Washington Blvd";"Los Angeles";"CA";90016;
150850;22026861;"Room To Grow";"678 Enos Way";"Livermore";"CA";94551;
150860;22028981;"Rosa Elena Childcare Center";"2380 Enborg Lane";"San Jose";"CA";95128;
150864;22028737;"Rosa Parks State Preschool";"4510 Landis Street";"San Diego";"CA";92105;
150947;9459;"Sacramento Montessori School";"1111-1123 D Street";"Sacramento";"CA";95814;
150957;22032649;"Saddleback Children's Center";"30322 Via Con Dios";"Rancho Santa Margarita";"CA";92688;
150988;22028433;"Salida Child Development Center";"4519 Finney Road";"Salida";"CA";95368;
151023;22028744;"San Diego City College Child Development Center";"16th & B Streets";"San Diego";"CA";92101;
151028;22031748;"San Fernando Early Education Center";"1204 Woodworth St.";"San Fernando";"CA";91340;
151093;22031755;"Sand Tots Parent Participation Nursery School";"2224 Mathews Avenue";"Redondo Beach";"CA";90278;
151156;22033087;"Santa Rosa Junior College Children's Center";"1501 Mendocino Avenue, Rm 2490";"Santa Rosa";"CA";95401;
151183;22028747;"Say Washington Preschool Program";"1789 State Street";"San Diego";"CA";92101;
151184;22029726;"Saybrook Learning Center";"1355 Walden Road";"Walnut Creek";"CA";94597;
151189;22034893;"SBCSS Anna Borba I State Preschool";"4980 Riverside Drive";"Chino";"CA";91710;
151191;22034895;"SBCSS Chaparral State Preschool E-12";"4849 Bird Farm Road";"Chino Hills";"CA";91709;
151192;22034896;"SBCSS Cortez State Preschool";"12750 Carissa Avenue, Room #35";"Chino";"CA";91710;
151199;22034903;"SBCSS Marshall State Preschool";"12045 Telephone Avenue, Rm. 22";"Chino";"CA";91710;
151202;22034906;"SBCSS Newman State Preschool";"4150 Walnut Avenue Room 35";"Chino";"CA";91710;
151263;22026314;"Scribbles Learning Center";"38660 Lexington Street";"Fremont";"CA";94536;
151264;22028749;"Scripps Exploring Academy";"9855 Erma Road Ste. 128";"San Diego";"CA";92131;
151265;22028750;"Scripps Montessori School";"9939 Old Grove Road";"San Diego";"CA";92131;
151281;22025024;"Seedling Child Montessori School";"3183 Mecartney Road";"Alameda";"CA";94502;
151417;22028995;"Shalom Christian Academy";"383 Spar Avenue";"San Jose";"CA";95117;
151420;22033901;"Shalom School";"862 28th Avenue";"San Francisco";"CA";94121;
151448;22031785;"Shenandoah Early Education Center";"8861 Beverlywood St.";"Los Angeles";"CA";90034;
151450;22032942;"Shepherd of The Hills Early Childhood Center";"580 Trinity Drive";"Vacaville";"CA";95687;
151451;22030561;"Shepherd of The Hills Pre-school";"15215 East Janine Drive";"Whittier";"CA";90605;
151453;22034495;"Shepherd of The Valley Child Care Center";"11650 Perris Boulevard";"Moreno Valley";"CA";92557;
151469;22027899;"Shining Light Preschool";"4455 Del Valle Parkway";"Pleasanton";"CA";94566;
151501;22031794;"Sierra School";"18045-47 Sierra Highway";"Canyon Country";"CA";91351;
151515;22028753;"Silverman Preschool of Tifereth Israel Synagogue";"6660 Cowles Mountain Blvd";"San Diego";"CA";92119;
151535;22028998;"SJB - Cassell Child Development Center";"2415 Arden Way";"San Jose";"CA";95122;
151542;22029005;"SJB Child Development Center";"1945 Terilyn Avenue";"San Jose";"CA";95122;
151550;22025667;"Skycrest State Preschool";"5641 Mariposa Avenue";"Citrus Heights";"CA";95610;
151551;22026737;"Skyline Child Development Center";"11330 Campo Road";"La Mesa";"CA";91941;
151554;22032693;"Slater Montessori Academy";"10316 Slater Avenue";"Fountain Valley";"CA";92708;
151571;22029513;"Small World Academy";"878 Lakewood Drive";"Sunnyvale";"CA";94089;
151628;22027337;"Sonshine Children's Center";"3936 Dale Road";"Modesto";"CA";95356;
151631;22027900;"Sonshine Enrichment Center Preschool";"1225 Hopyard Road";"Pleasanton";"CA";94566;
151642;22034499;"Sonshine Preschool";"31300 Rancho Community Way";"Temecula";"CA";92592;
151688;22029728;"Springfield Montessori School";"2780 Mitchell Drive";"Walnut Creek";"CA";94598;
151955;22030630;"Star Christian School";"2120 Estrella Avenue";"Los Angeles";"CA";90007;
151957;22033912;"Star Light Christian Preschool";"750 - 26th Avenue";"San Francisco";"CA";94121;
151966;22033914;"Starlight Two";"3155 Vicente Street";"San Francisco";"CA";94116;
151967;22027637;"Starlite Child Development Center II";"246 - 14th Street";"Oakland";"CA";94612;
152031;15646;"Storyland Preschool";"11480 West Drive";"Desert Hot Springs";"CA";92240;
152068;22025753;"Sun Terrace Preschool";"3585 Port Chicago Highway";"Concord";"CA";94520;
152097;22029519;"Sunnyvale Parent Preschool";"1515 Partridge Ave";"Sunnyvale";"CA";94087;
152104;22033919;"Sunrise Christian Preschool";"2235 Judah Street";"San Francisco";"CA";94122;
152108;22028176;"Sunrise Montessori Preschool";"8449 Sunrise Blvd";"Roseville";"CA";95661;
152141;22029020;"Sunshine Montessori School";"1321 Miller Avenue";"San Jose";"CA";95129;
152145;22028087;"Sunshine Playschool";"777 Sonoma St.";"Richmond";"CA";94805;
152155;22025754;"Super Kidz Club";"2140 Minert Rd.";"Concord";"CA";94518;
152159;22026627;"Supporting Future Growth #7";"22584 South Garden Avenue";"Hayward";"CA";94541;
152181;22025830;"Sycamore Valley Day School";"1500 Sherburne Hills Road";"Danville";"CA";94526;
152218;22031877;"Taylor Tot Playhouse";"1364 South Cochran";"Los Angeles";"CA";90019;
152220;22033921;"Teaching Tots Preschool";"939 Irving Street";"San Francisco";"CA";94122;
152237;22034514;"Temecula Montessori Academy";"27635 Jefferson Avenue";"Temecula";"CA";92590;
152287;22028434;"Tender Years Preschool";"4718 Broadway Ave";"Salida";"CA";95368;
152309;22033545;"Three Angels Preschool and Infant Center";"6300 Telephone Rd.";"Ventura";"CA";93003;
152336;22025806;"TLC of Cupertino";"10038 Bret Avenue";"Cupertino";"CA";95014;
152360;22029024;"Tomorrow Montessori";"2466 Almaden Road";"San Jose";"CA";95125;
