"ID";"Start";"End";"Disciplinary/Non-Disciplinary Action"
677686;"07/11/2013";"07/11/2014";"Probation"
700681;"02/15/2016";"10/01/2016";"-Licensing Agreement"
623971;"08/15/2017";"02/15/2018";"-Licensing Agreement"
623971;"06/06/2017";"06/13/2017";"-Suspension by Emergency Order"
406034;"08/20/2013";"04/22/2014";"-Licensing Agreement"
406514;"12/17/2018";"06/17/2019";"Nondisciplinary Corrective Action"
406514;"05/06/2015";"06/06/2015";"Civil Penalty"
875255;"12/04/2018";"06/04/2019";"Nondisciplinary Corrective Action"
724819;"11/24/2014";"05/24/2015";"Nondisciplinary Corrective Action"
730965;"10/31/2014";"04/30/2015";"Nondisciplinary Corrective Action"
730966;"06/01/2015";"12/01/2015";"Nondisciplinary Corrective Action"
406713;"02/28/2006";"08/28/2006";"-Licensing Agreement"
488998;"11/05/2014";"12/05/2014";"Civil Penalty"
488998;"11/05/2014";"12/05/2014";"Civil Penalty"
488998;"10/18/2013";"04/18/2014";"Probation"
488998;"10/18/2013";"11/17/2013";"Civil Penalty"
488998;"02/01/2008";"02/01/2009";"-Licensing Agreement"
488998;"06/19/2007";"12/19/2007";"Nondisciplinary Corrective Action"
808340;"03/30/2017";"09/30/2017";"-Licensing Agreement"
740611;"10/28/2015";"04/28/2016";"-Licensing Agreement"
403849;"05/09/2017";"11/09/2017";"-Licensing Agreement"
406486;"04/02/2013";"10/02/2013";"Probation"
406486;"04/01/2013";"05/01/2013";"Civil Penalty"
407242;"11/09/2016";"01/06/2017";"-Licensing Agreement"
406569;"11/13/2013";"05/13/2014";"Nondisciplinary Corrective Action"
771389;"10/26/2018";"04/26/2019";"Nondisciplinary Corrective Action"
771389;"04/25/2016";"10/25/2016";"Nondisciplinary Corrective Action"
406555;"06/18/2012";"12/18/2012";"-Licensing Agreement"
707216;"03/31/2013";"01/23/2014";"-Licensing Agreement"
677141;"05/27/2015";"11/27/2015";"-Licensing Agreement"
477980;"12/04/2015";"06/04/2016";"Probation"
406747;"08/25/2009";"11/06/2009";"-Licensing Agreement"
406747;"07/13/2005";"01/13/2006";"Nondisciplinary Assurance of Compliance"
406610;"01/14/2003";"07/14/2003";"Probation"
633426;"10/19/2016";"04/19/2017";"Nondisciplinary Corrective Action"
633426;"06/29/2015";"12/29/2015";"-Licensing Agreement"
776623;"08/28/2017";"09/15/2017";"-Licensing Agreement"
550119;"09/22/2008";"03/22/2009";"-Licensing Agreement"
404010;"08/20/2008";"08/20/2009";"-Licensing Agreement"
786051;"07/10/2018";"11/10/2018";"-Licensing Agreement"
404142;"01/03/2006";"02/03/2008";"Probation"
404142;"12/16/2005";"01/16/2006";"Civil Penalty"
404026;"06/13/2002";"06/13/2003";"-Licensing Agreement"
415166;"11/07/2018";"12/13/2018";"-Licensing Agreement"
406064;"04/10/2003";"04/23/2005";"-Notice of Intermediate Sanction"
406068;"07/15/2013";"01/15/2014";"Nondisciplinary Corrective Action"
664876;"03/09/2017";"03/23/2017";"-Licensing Agreement"
671613;"06/26/2018";"06/26/2019";"Probation"
406039;"08/12/2015";"09/12/2015";"Civil Penalty"
406039;"08/04/2015";"08/10/2015";"Suspension"
526462;"01/12/2018";"02/02/2018";"-Licensing Agreement"
526462;"02/28/2013";"02/28/2014";"Probation"
526462;"05/29/2012";"02/28/2013";"Probation"
526462;"05/29/2012";"06/28/2012";"Civil Penalty"
696805;"03/02/2017";"03/20/2017";"-Licensing Agreement"
640542;"05/23/2018";"11/23/2018";"-Licensing Agreement"
403980;"01/09/2008";"01/09/2009";"-Licensing Agreement"
406054;"02/05/2016";"08/05/2016";"Limitation-Disciplinary"
406054;"02/05/2016";"08/05/2016";"Probation"
406054;"02/05/2016";"03/05/2016";"Civil Penalty"
406054;"11/14/2012";"05/14/2013";"Probation"
406054;"07/13/2012";"11/14/2012";"Nondisciplinary Corrective Action"
406054;"07/02/2008";"07/02/2009";"Probation"
406054;"07/02/2008";"01/02/2009";"Limitation-Disciplinary"
406054;"02/21/2008";"07/02/2008";"-Licensing Agreement"
