"ProviderId";"ProviderName";"LocationAddressLine1";"LocationCity";"LocationCountyDescription";"LocationStateDescription";"LocationZipCode5";"PhoneNumber";"ProviderType";"ProviderStatus";"Capacity";"IsSubsidyAccepted";"HoursOfOperationMonday";"HoursOfOperationTuesday";"HoursOfOperationWednesday";"HoursOfOperationThursday";"HoursOfOperationFriday";"HoursOfOperationSaturday";"HoursOfOperationSunday";"NumberOfStars";"IsFoodPermitAvailable";"Infant";"Toddler";"PreSchool";"SchoolAge";"IsAcceditationsAvailable";"Transportation";"IsOngoingProcess";"PartTimeCostInfant1";"FullTimeCostInfant1";"PartTimeCostToddler1";"FullTimeCostToddler1";"PartTimeCostToddler2";"FullTimeCostToddler2";"PartTimeCostPreschool1";"FullTimeCostPreschool1";"PartTimeCostPreschool2";"FullTimeCostPreschool2";"PartTimeCostPreschool3";"FullTimeCostPreschool3";"PartTimeCostSchoolAge1";"FullTimeCostSchoolAge1";"PartTimeCostSchoolAge2";"FullTimeCostSchoolAge2";"NonTraditional";"MailingAddress";"LocationAddress";"IsServingSpecialNeeds";"IsActiveCCAPChildren";"ExpiryDate";"AgeRangeSupported";"ProviderCLRNumber";"LocationAddressLine2"
2867;"Bluegrass Academy Childcare Center Jeffersontown";"3830 Ruckriegel Parkway";"Louisville";"JEFFERSON";"KY";40299;5022978812;"Licensed";"APPROVED";150;"Y";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"No Information Available";"No Information Available";3;"Y";"Y";"Y";"Y";"Y";"N";"Y";"N";;47;;47;;47;;41;;41;;41;;41;;41;"N";"3830 Ruckriegel Parkway, Suite 124, Louisville, KY, 40299";"3830 Ruckriegel Parkway, Suite 124, Louisville, KY, 40299";"N";"Y";"7/31/2023";"Infant To School Age";"L357695";"Suite 124"
179901;"Young Nonprofit Foundation Inc.";"9811 Merioneth Drive";"Louisville";"JEFFERSON";"KY";40299;5023651481;"Licensed";"APPROVED";51;"Y";"7:00 AM - 6:00 PM";"7:00 AM - 6:00 PM";"7:00 AM - 6:00 PM";"7:00 AM - 6:00 PM";"7:00 AM - 6:00 PM";"No Information Available";"No Information Available";3;"Y";"Y";"Y";"Y";"Y";;"Y";"N";39;39;38;38;36;36;36;36;35;35;35;35;18;35;18;35;"No Information Available";"9811 Merioneth Drive, Louisville, KY, 40299";"9811 Merioneth Drive, Louisville, KY, 40299";"No Information Available";"Y";"6/30/2023";"Infant To School Age";"L383592";
1763;"Greathouse Elementary Childcare Enrichment Program";"2700 Browns Lane";"Louisville";"JEFFERSON";"KY";40220;5026126657;"Licensed";"APPROVED";170;"Y";"7:00 AM - 6:00 PM";"7:00 AM - 6:00 PM";"7:00 AM - 6:00 PM";"7:00 AM - 6:00 PM";"7:00 AM - 6:00 PM";"No Information Available";"No Information Available";1;"Y";"N";"N";"Y";"Y";"N";"Y";"N";;;;;;;;;17;31;17;31;17;31;;;"N";"2411 Bowman Avenue, Ymca, Louisville, KY, 40217";"2700 Browns Lane, Louisville, KY, 40220";"Y";"Y";"7/31/2023";"Two_To_School To School_Age";"L356410";
1473;"Jeffersontown United Methodist Child Development Center";"10219 Taylorsville Road";"Louisville";"JEFFERSON";"KY";40299;5022612867;"Licensed";"APPROVED";100;"Y";"7:00 AM - 4:30 PM";"7:00 AM - 4:30 PM";"7:00 AM - 4:30 PM";"7:00 AM - 4:30 PM";"7:00 AM - 4:30 PM";"No Information Available";"No Information Available";1;"Y";"Y";"Y";"Y";"Y";"N";"Y";"N";;41;;41;;38;;38;;38;;38;;;;;"N";"10219 Taylorsville Road, Louisville, KY, 40299";"10219 Taylorsville Road, Louisville, KY, 40299";"No Information Available";"N";"11/30/2022";"Infant To School Age";"L356017";
2325;"Jewish Community of Louisville - Early Learning Center";"3600 Dutchmans Lane";"Louisville";"JEFFERSON";"KY";40205;5022382716;"Licensed";"APPROVED";223;"Y";"8:00 AM - 5:00 PM";"8:00 AM - 5:00 PM";"8:00 AM - 5:00 PM";"8:00 AM - 5:00 PM";"8:00 AM - 5:00 PM";"No Information Available";"No Information Available";1;"Y";"Y";"Y";"Y";"Y";"N";"Y";"N";;55;;55;;54;;53;;53;;53;;;;;"N";"3600 Dutchmans Lane, Louisville, KY, 40205";"3600 Dutchmans Lane, Louisville, KY, 40205";"Y";"Y";"2/28/2023";"Infant To School Age";"L357027";
691;"Middletown Elementary Childcare Enrichment Program";"218 North Madison Avenue";"Louisville";"JEFFERSON";"KY";40243;5026371575;"Licensed";"APPROVED";250;"Y";"7:00 AM - 6:00 PM";"7:00 AM - 6:00 PM";"7:00 AM - 6:00 PM";"7:00 AM - 6:00 PM";"7:00 AM - 6:00 PM";"No Information Available";"No Information Available";1;"Y";"N";"N";"Y";"Y";"N";"Y";"N";;;;;;;;;;;;;17;31;17;31;"N";"2411 Bowman Avenue, Ymca, Louisville, KY, 40217";"218 North Madison Avenue, Louisville, KY, 40243";"Y";"Y";"2/29/2024";"Two_To_School To School_Age";"L354347";
87034;"Whitefield Academy Preschool East Campus";"15201 Shelbyville Road";"Louisville";"JEFFERSON";"KY";40245;5022549593;"Licensed";"APPROVED";200;"Y";"7:30 AM - 5:00 PM";"7:30 AM - 5:00 PM";"7:30 AM - 5:00 PM";"7:30 AM - 5:00 PM";"7:30 AM - 5:00 PM";"No Information Available";"No Information Available";1;"Y";"N";"Y";"Y";"Y";;"N";"N";;;24.57;35.43;24.57;35.43;24.57;35.43;24.57;35.43;24.57;35.43;15;;15;;"No Information Available";"7711 Fegenbush Lane, Louisville, KY, 40228";"15201 Shelbyville Road, Louisville, KY, 40245";"No Information Available";"N";"5/31/2023";"Toddler To School_Age";"L359374";
786;"Dunn Elementary Childcare Enrichment Program";"2010 Rudy Lane";"Louisville";"JEFFERSON";"KY";40207;5024710407;"Licensed";"APPROVED";150;"Y";"7:00 AM - 6:00 PM";"7:00 AM - 6:00 PM";"7:00 AM - 6:00 PM";"7:00 AM - 6:00 PM";"7:00 AM - 6:00 PM";"No Information Available";"No Information Available";1;"Y";"N";"N";"Y";"Y";"N";"Y";"N";;;;;;;;;;;;;17;31;17;31;"N";"2411 Bowman Avenue, Ymca, Louisville, KY, 40217";"2010 Rudy Lane, Louisville, KY, 40207";"Y";"Y";"12/31/2023";"Two_To_School To School_Age";"L354587";
202700;"Bright Start Childcare and Preschool";"9810 Taylorsville Road";"Louisville";"JEFFERSON";"KY";40299;5022669088;"Licensed";"APPROVED";199;"Y";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"No Information Available";"No Information Available";1;"Y";"Y";"Y";"Y";"Y";;"Y";"N";;47;;47;;44;;41;;41;;41;20;41;20;41;"No Information Available";"9810 Taylorsville Road, Louisville, KY, 40299";"9810 Taylorsville Road, Louisville, KY, 40299";"N";"Y";"11/30/2023";"Infant To School Age";"L384187";
2909;"St. Matthews Baptist Preschool";"3515 Grandview Avenue";"Louisville";"JEFFERSON";"KY";40207;5029929000;"Licensed";"APPROVED";120;"N";"8:50 AM - 12:10 PM";"8:50 AM - 12:10 PM";"8:50 AM - 12:10 PM";"8:50 AM - 12:10 PM";"8:50 AM - 12:10 PM";"No Information Available";"No Information Available";1;"N";"N";"Y";"Y";"N";;"N";"N";;;;;;;;;;;;;;;;;"No Information Available";"3515 Grandview Avenue, Louisville, KY, 40207";"3515 Grandview Avenue, Louisville, KY, 40207";"No Information Available";"N";"6/30/2023";"Toddler To Two_To_School";"L357763";
59090;"Evergreen Christian Pre-School";"311 1/2 N. Evergreen Road";"Louisville";"JEFFERSON";"KY";40243;5022545158;"Licensed";"APPROVED";120;"Y";"8:00 AM - 3:30 PM";"8:00 AM - 3:30 PM";"8:00 AM - 3:30 PM";"8:00 AM - 3:30 PM";"8:00 AM - 3:30 PM";"No Information Available";"No Information Available";1;"Y";"Y";"Y";"Y";"Y";"N";"Y";"N";;62;;59.8;34.2;52.8;31.8;49;31.8;49;31.8;49;31.8;49;31.8;49;"N";"311 1/2 N. Evergreen Road, Louisville, KY, 40243";"311 1/2 N. Evergreen Road, Louisville, KY, 40243";"No Information Available";"N";"1/31/2024";"Infant To School Age";"L358137";
180303;"Norton Commons Elementary Childcare Enrichment Program";"10941 Kings Crown Dr.";"Prospect";"JEFFERSON";"KY";40059;5026371575;"Licensed";"APPROVED";113;"Y";"7:00 AM - 6:00 PM";"7:00 AM - 6:00 PM";"7:00 AM - 6:00 PM";"7:00 AM - 6:00 PM";"7:00 AM - 6:00 PM";"No Information Available";"No Information Available";1;"Y";"N";"N";"Y";"Y";;"Y";"N";;;;;;;;;;;;;17;31;17;31;"No Information Available";"2411 Bowman Avenue, YMCA, Louisville, KY, 40217";"10941 Kings Crown Dr., Prospect, KY, 40059";"Y";"Y";"12/31/2023";"Two_To_School To School_Age";"L383631";
179619;"Scribbles & Giggles Children's Academy";"2900 Patti Lane";"Jeffersontown";"JEFFERSON";"KY";40299;5028905735;"Licensed";"APPROVED";64;"Y";"7:00 AM - 5:30 PM";"7:00 AM - 5:30 PM";"7:00 AM - 5:30 PM";"7:00 AM - 5:30 PM";"7:00 AM - 5:30 PM";"No Information Available";"No Information Available";1;"Y";"Y";"Y";"Y";"Y";;"N";"N";19;38;18;36;17;34;17;34;16;32;16;32;8;16;8;16;"No Information Available";"2900 Patti Lane, Jeffersontown, KY, 40299";"2900 Patti Lane, Jeffersontown, KY, 40299";"Y";"Y";"4/30/2023";"Infant To School Age";"L383560";
592;"Harvey Browne Preschool";"311 Browns Lane";"Louisville";"JEFFERSON";"KY";40207;5028952577;"Licensed";"APPROVED";170;"Y";"9:00 AM - 12:00 PM";"9:00 AM - 12:00 PM";"9:00 AM - 3:00 PM";"9:00 AM - 12:00 PM";"9:00 AM - 12:00 PM";"No Information Available";"No Information Available";1;"N";"N";"N";"Y";"Y";"Y";"Y";"N";;;;;40;62;32.75;54.75;32.75;54.75;35.53;57.53;35.53;57.53;;;"No Information Available";"311 Browns Lane, Louisville, KY, 40207";"311 Browns Lane, Louisville, KY, 40207";"Y";"Y";"2/29/2024";"Two_To_School To School_Age";"L354117";
89691;"Holy Trinity After School Program";"423 Cherrywood Road";"Louisville";"JEFFERSON";"KY";40207;5024710403;"Licensed";"APPROVED";64;"Y";"7:00 AM - 6:00 PM";"7:00 AM - 6:00 PM";"7:00 AM - 6:00 PM";"7:00 AM - 6:00 PM";"7:00 AM - 6:00 PM";"No Information Available";"No Information Available";3;"Y";"N";"N";"Y";"Y";;"Y";"N";;;;;;;;;;;;;17;31;17;31;"No Information Available";"2411 Bowman Ave, Ymca, Louisville, KY, 40217";"423 Cherrywood Road, Louisville, KY, 40207";"Y";"N";"11/30/2023";"Two_To_School To School_Age";"L359494";
2936;"Cornerstone Child Development Center";"211 Browns Lane";"Louisville";"JEFFERSON";"KY";40207;5028979136;"Licensed";"APPROVED";165;"Y";"7:30 AM - 6:00 PM";"7:30 AM - 6:00 PM";"7:30 AM - 6:00 PM";"7:30 AM - 6:00 PM";"7:30 AM - 6:00 PM";"No Information Available";"No Information Available";1;"Y";"Y";"Y";"Y";"Y";"N";"Y";"N";;55.8;;54;;51;;48;;48;;48;;;;;"N";"211 Browns Lane, Louisville, KY, 40207";"211 Browns Lane, Louisville, KY, 40207";"No Information Available";"Y";"9/30/2023";"Infant To School Age";"L357809";
158454;"Oldham County Head Start";"230 Yager Ave.";"La Grange";"OLDHAM";"KY";40031;5026020130;"Licensed";"APPROVED";60;;"7:45 AM - 3:00 PM";"7:45 AM - 3:00 PM";"7:45 AM - 3:00 PM";"7:45 AM - 3:00 PM";"No Information Available";"No Information Available";"No Information Available";4;"Y";"N";"N";"Y";"N";;"N";"N";;;;;;;;;;;;;;;;;"No Information Available";"100 Alpine Drive, OVEC, Shelbyville, KY, 40065";"230 Yager Ave., Ste. 5, La Grange, KY, 40031";"No Information Available";"N";"2/28/2023";"Two_To_School";"L383461";"Ste. 5"
202944;"Crestwood Preschool Academy";"5719 W. Highway 22";"Crestwood";"OLDHAM";"KY";40014;5023769297;"Licensed";"APPROVED";137;"Y";"6:30 AM - 5:30 PM";"6:30 AM - 5:30 PM";"6:30 AM - 5:30 PM";"6:30 AM - 5:30 PM";"6:30 AM - 5:30 PM";"No Information Available";"No Information Available";1;"Y";"Y";"Y";"Y";"Y";;"N";"N";51.4;51.4;51.4;51.4;51.4;51.4;51.4;51.4;51.4;51.4;51.4;51.4;;;;;"No Information Available";"5719 W. Highway 22, Crestwood, KY, 40014";"5719 W. Highway 22, Crestwood, KY, 40014";"No Information Available";"Y";"12/31/2022";"Infant To School Age";"L384292";
201;"Wee Care Nursery";"11616 Main Street";"Louisville";"JEFFERSON";"KY";40243;5022452815;"Licensed";"APPROVED";100;"Y";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"No Information Available";"No Information Available";1;"Y";"Y";"Y";"Y";"Y";"N";"N";"N";;48;;47;;47;;43;;41;;41;;41;;;"N";"11616 Main Street, Louisville, KY, 40243";"11616 Main Street, Louisville, KY, 40243";"No Information Available";"Y";"12/31/2022";"Infant To School Age";"L352647";
224;"Baptist Health Louisville Child Development Center";"4000 Kresge Way";"Louisville";"JEFFERSON";"KY";40207;5028978189;"Licensed";"APPROVED";130;"Y";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"No Information Available";"No Information Available";4;"Y";"Y";"Y";"Y";"N";"N";"N";"N";65;51;63.33;48;63.33;48;61.67;45;31.67;45;61.67;45;;;;;"N";"4000 Kresge Way, Louisville, KY, 40207";"4000 Kresge Way, Louisville, KY, 40207";"N";"N";"10/31/2023";"Infant To Two_To_School";"L352762";
749;"Kid's Time";"4600 Lynnbrook Drive";"Louisville";"JEFFERSON";"KY";40220;5024512535;"Licensed";"APPROVED";99;"Y";"7:30 AM - 5:30 PM";"7:30 AM - 5:30 PM";"7:30 AM - 5:30 PM";"7:30 AM - 5:30 PM";"7:30 AM - 5:30 PM";"No Information Available";"No Information Available";4;"Y";"N";"N";"Y";"Y";;"Y";"N";;;;;;;18;29;18;29;18;29;15;26;15;26;"No Information Available";"4600 Lynnbrook Drive, Louisville, KY, 40220";"4600 Lynnbrook Drive, Louisville, KY, 40220";"N";"N";"2/28/2023";"Two_To_School To School_Age";"L354512";
4203;"Debbie's Day Care";"4406 Wendy Hills Drive";"Crestwood";"OLDHAM";"KY";40014;5022411086;"Certified";"APPROVED";6;"Y";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"No Information Available";"No Information Available";2;;"N";"N";"N";"N";"N";"N";"N";30;40;30;40;30;35;30;35;30;35;30;35;25;30;25;30;"N";"4406 Wendy Hills Drive, Crestwood, KY, 40014";"4406 Wendy Hills Drive, Crestwood, KY, 40014";"Y";"Y";"6/30/2024";"No Information Available";"C2253";
1993;"Carriage House Preschool";"13101 Eastpoint Park Blvd";"Louisville";"JEFFERSON";"KY";40223;5022531293;"Licensed";"APPROVED";90;"Y";"7:30 AM - 4:30 PM";"7:30 AM - 4:30 PM";"7:30 AM - 4:30 PM";"7:30 AM - 4:30 PM";"7:30 AM - 4:30 PM";"No Information Available";"No Information Available";5;"N";"N";"Y";"Y";"Y";"N";"N";"N";;;38;76;38;76;38;76;38;76;38;76;;;;;"N";"13101 Eastpoint Park Blvd, Louisville, KY, 40223";"13101 Eastpoint Park Blvd, Louisville, KY, 40223";"Y";"Y";"8/31/2023";"Toddler To School_Age";"L356674";
186;"Friends School";"901 Breckenridge Lane";"Louisville";"JEFFERSON";"KY";40207;5028991822;"Licensed";"APPROVED";136;"Y";"7:00 AM - 5:30 PM";"7:00 AM - 5:30 PM";"7:00 AM - 5:30 PM";"7:00 AM - 5:30 PM";"7:00 AM - 5:30 PM";"No Information Available";"No Information Available";3;"N";"Y";"Y";"Y";"Y";"Y";"N";"N";34;89;34;89;30;78;30;78;30;78;30;78;18;;18;;"N";"901 Breckenridge Lane, Louisville, KY, 40207";"901 Breckenridge Lane, Louisville, KY, 40207";"Y";"Y";"4/30/2023";"Infant To School Age";"L352527";
60022;"Angel House Child Development Center";"10407 Taylorsville Road";"Louisville";"JEFFERSON";"KY";40299;5024990037;"Licensed";"APPROVED";96;"Y";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"6:00 AM - 6:00 PM";"No Information Available";"No Information Available";3;"Y";"Y";"Y";"Y";"Y";"N";"N";"N";43;47;43;47;43;47;34;41;34;41;34;41;32;37;32;37;"N";"10407 Taylorsville Road, Louisville, KY, 40299";"10407 Taylorsville Road, Louisville, KY, 40299";"No Information Available";"Y";"2/28/2023";"Infant To School Age";"L357991";
106119;"The Wright Steps Academy";"8603 Citadel Way";"Louisville";"JEFFERSON";"KY";40220;5022667043;"Licensed";"APPROVED";80;"Y";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"No Information Available";"No Information Available";1;"Y";"Y";"Y";"Y";"Y";;"N";"N";;38;;38;;36;;36;;36;;36;20;33;20;33;"No Information Available";"8603 Citadel Way, Ste. 105, Louisville, KY, 40220";"8603 Citadel Way, Louisville, KY, 40220";"No Information Available";"Y";"4/30/2023";"Infant To School Age";"L383172";
191756;"Primrose School at Old Henry Crossing";"14801 Bush Farm Road";"Louisville";"JEFFERSON";"KY";40245;5027277269;"Licensed";"APPROVED";226;"Y";"7:00 AM - 5:00 PM";"7:00 AM - 5:00 PM";"7:00 AM - 5:00 PM";"7:00 AM - 5:00 PM";"7:00 AM - 5:00 PM";"No Information Available";"No Information Available";1;"N";"Y";"Y";"Y";"Y";;"N";"N";;73;;70;;67;;67;;63;;63;;;;;"No Information Available";"14801 Bush Farm Road, Louisville, KY, 40245";"14801 Bush Farm Road, Louisville, KY, 40245";"No Information Available";"N";"6/30/2023";"Infant To School Age";"L383905";
316;"Holy Spirit Child Care";"3308 Richard Avenue";"Louisville";"JEFFERSON";"KY";40206;5024359648;"Licensed";"APPROVED";165;"Y";"7:30 AM - 6:00 PM";"7:30 AM - 6:00 PM";"7:30 AM - 6:00 PM";"7:30 AM - 6:00 PM";"7:30 AM - 6:00 PM";"No Information Available";"No Information Available";1;"Y";"N";"N";"Y";"Y";"N";"Y";"N";;;;;;;;39.84;;39.84;;39.84;;60;;60;"N";"322 Cannons Lane, Louisville, KY, 40206";"3308 Richard Avenue, Louisville, KY, 40206";"Y";"N";"8/31/2023";"Two_To_School To School_Age";"L353245";
322;"Wilder Elementary Childcare";"1913 Herr Lane";"Louisville";"JEFFERSON";"KY";40222;5024714039;"Licensed";"APPROVED";218;"Y";"7:00 AM - 6:00 PM";"7:00 AM - 6:00 PM";"7:00 AM - 6:00 PM";"7:00 AM - 6:00 PM";"7:00 AM - 6:00 PM";"No Information Available";"No Information Available";1;"Y";"N";"N";"Y";"Y";"N";"Y";"N";;;;;;;;;;;;;17;31;17;31;"N";"2411 Bowman Avenue, Ymca, Louisville, KY, 40217";"1913 Herr Lane, Louisville, KY, 40222";"Y";"Y";"1/31/2024";"Two_To_School To School_Age";"L353256";
116725;"Busy Bee Academy";"423 Washburn Avenue";"Louisville";"JEFFERSON";"KY";40222;5024250403;"Licensed";"APPROVED";79;"Y";"6:00 AM - 6:30 PM";"6:00 AM - 6:30 PM";"6:00 AM - 6:30 PM";"6:00 AM - 6:30 PM";"6:00 AM - 6:30 PM";"No Information Available";"No Information Available";1;"Y";"Y";"Y";"Y";"Y";;"N";"N";;49;;47;;46;;45;;42;;42;;25;;25;"No Information Available";"423 Washburn Avenue, Louisville, KY, 40222";"423 Washburn Avenue, Louisville, KY, 40222";"No Information Available";"N";"12/31/2022";"Infant To School Age";"L383252";
1168;"Centerfield Wildcats Cub Club for Children";"4512 Centerfield Drive";"Crestwood";"OLDHAM";"KY";40014;5022413448;"Licensed";"APPROVED";200;"Y";"2:00 PM - 6:00 PM";"2:00 PM - 6:00 PM";"2:00 PM - 6:00 PM";"2:00 PM - 6:00 PM";"2:00 PM - 6:00 PM";"No Information Available";"No Information Available";1;"Y";"N";"N";"Y";"Y";"N";"Y";"N";;;;;;;;;25;40;25;40;25;40;25;40;"N";"4512 Centerfield Drive, Crestwood, KY, 40014";"4512 Centerfield Drive, Crestwood, KY, 40014";"Y";"Y";"8/31/2023";"Two_To_School To School_Age";"L355492";
180712;"The B Hive Childcare Academy";"230 Yager Ave.";"Lagrange";"OLDHAM";"KY";40031;5022657133;"Licensed";"APPROVED";138;"Y";"7:30 AM - 6:00 PM";"7:30 AM - 6:00 PM";"7:30 AM - 6:00 PM";"7:30 AM - 6:00 PM";"7:30 AM - 6:00 PM";"No Information Available";"No Information Available";1;"N";"Y";"Y";"Y";"Y";;"N";"N";;37;;37;;35;;34;;34;;33;;33;;33;"No Information Available";"4413 Grand Circle, Crestwood, KY, 40014";"230 Yager Ave., Lagrange, KY, 40031";"Y";"Y";"2/28/2023";"Infant To School Age";"L383693";
201769;"Loving Hands Learning Center";"1000 Buckner Center Suite 1";"Lagrange";"OLDHAM";"KY";40031;5022650421;"Licensed";"APPROVED";41;"Y";"6:30 AM - 5:30 PM";"6:30 AM - 5:30 PM";"6:30 AM - 5:30 PM";"6:30 AM - 5:30 PM";"6:30 AM - 5:30 PM";"No Information Available";"No Information Available";1;"Y";"Y";"Y";"Y";"Y";;"N";"N";40;50;36;45;35;43;32;40;32;40;32;40;32;40;;;"No Information Available";"1000 Buckner Center, Suite 1, Lagrange, KY, 40031";"1000 Buckner Center Suite 1, Lagrange, KY, 40031";"Y";"Y";"7/31/2023";"Infant To School Age";"L383914";
77276;"Adventure Club";"7208 Shelbyville Road";"Simpsonville";"SHELBY";"KY";40067;5027225249;"Licensed";"APPROVED";264;"Y";"8:00 AM - 5:00 PM";"8:00 AM - 5:00 PM";"8:00 AM - 5:00 PM";"8:00 AM - 5:00 PM";"8:00 AM - 5:00 PM";"No Information Available";"No Information Available";3;"Y";"Y";"Y";"Y";"Y";;"Y";"N";20.7;41.4;17.6;35.2;17.6;35.2;14.1;28.2;14.1;28.2;12.5;25;12.6;25;12.6;25;"N";"7208 Shelbyville Road, Simpsonville, KY, 40067";"7208 Shelbyville Road, Simpsonville, KY, 40067";"No Information Available";"Y";"10/31/2023";"Infant To School Age";"L359067";
76799;"Southside Christian Child Care, #18";"3419 Cedar Point";"Lagrange";"OLDHAM";"KY";40031;5022221999;"Licensed";"APPROVED";93;"Y";"7:00 AM - 5:30 PM";"7:00 AM - 5:30 PM";"7:00 AM - 5:30 PM";"7:00 AM - 5:30 PM";"7:00 AM - 5:30 PM";"No Information Available";"No Information Available";4;"Y";"Y";"Y";"Y";"Y";"N";"Y";"N";40;40;40;40;40;40;36;36;36;36;30;36;30;33;30;33;"N";"3000 Eastpoint Parkway, Louisville, KY, 40223";"3419 Cedar Point, Lagrange, KY, 40031";"Y";"Y";"10/31/2023";"Infant To School Age";"L359087";
1569;"KIDS HAVEN, by Sandy";"1010 Oldham Oaks Rd.";"Lagrange";"OLDHAM";"KY";40031;5022225008;"Licensed";"APPROVED";100;"Y";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"No Information Available";"No Information Available";2;"Y";"Y";"Y";"Y";"Y";"N";"Y";"N";;39;;37;;35;;34;;34;;34;;34;;34;"N";"1010 Oldham Oaks Rd., Lagrange, KY, 40031";"1010 Oldham Oaks Rd., Lagrange, KY, 40031";"No Information Available";"Y";"7/31/2023";"Infant To School Age";"L356164";
1864;"Little Colonel's Child Care and Development Center";"1150 North Highway 393";"Lagrange";"OLDHAM";"KY";40031;5022229461;"Licensed";"APPROVED";40;"Y";"7:00 AM - 4:30 PM";"7:00 AM - 4:30 PM";"7:00 AM - 4:30 PM";"7:00 AM - 4:30 PM";"7:00 AM - 4:30 PM";"No Information Available";"No Information Available";1;"Y";"Y";"Y";"Y";"N";"N";"N";"N";;38;;38;;38;;38;;38;;38;;;;;"N";"1150 North Highway 393, LaGrange, KY, 40031";"1150 North Highway 393, Lagrange, KY, 40031";"No Information Available";"Y";"12/31/2023";"Infant To Two_To_School";"L356521";
65224;"Covenant United Methodist Preschool";"909 Jefferson Street";"Lagrange";"OLDHAM";"KY";40031;5022229925;"Licensed";"APPROVED";45;"Y";"8:45 AM - 3:15 PM";"8:45 AM - 3:15 PM";"8:45 AM - 3:30 PM";"8:45 AM - 3:30 PM";"8:45 AM - 12:00 PM";"No Information Available";"No Information Available";4;"N";"N";"N";"Y";"N";;"N";"N";;;;;;;25;;25;;25;;;;;;"No Information Available";"909 West Jefferson Street, La Grange, KY, 40031";"909 Jefferson Street, Lagrange, KY, 40031";"Y";"N";"8/31/2023";"Two_To_School";"L358514";
1612;"Buckner Elementary ""Bear Care"" Program";"4307 Brown Boulevard";"Lagrange";"OLDHAM";"KY";40031;5022223722;"Licensed";"APPROVED";200;"Y";"8:00 AM - 5:00 PM";"8:00 AM - 5:00 PM";"8:00 AM - 5:00 PM";"8:00 AM - 5:00 PM";"8:00 AM - 5:00 PM";"No Information Available";"No Information Available";1;"Y";"N";"N";"N";"Y";"N";"Y";"N";;;;;;;;;;;;;13;22;13;22;"N";"4307 Brown Boulevard, Lagrange, KY, 40031";"4307 Brown Boulevard, Lagrange, KY, 40031";"Y";"Y";"8/31/2023";"School_Age";"L356221";
1227;"Bobcat Mountain";"6725 Shelbyville Road";"Simpsonville";"SHELBY";"KY";40067;5027225646;"Licensed";"APPROVED";100;"Y";"2:00 PM - 6:00 PM";"2:00 PM - 6:00 PM";"2:00 PM - 6:00 PM";"2:00 PM - 6:00 PM";"2:00 PM - 6:00 PM";"No Information Available";"No Information Available";1;"Y";"N";"N";"N";"Y";"N";"Y";"N";;;;;;;;;;;12;24;12;24;12;24;"N";"279 Chapel Hill Rd, Scps Daycares, Shelbyville, KY, 40065";"6725 Shelbyville Road, Simpsonville, KY, 40067";"Y";"Y";"12/31/2022";"School_Age";"L355592";
66435;"The Learning Garden";"2100 Spencer Court";"Lagrange";"OLDHAM";"KY";40031;5022221700;"Licensed";"APPROVED";263;"Y";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"6:30 AM - 6:00 PM";"No Information Available";"No Information Available";1;"Y";"Y";"Y";"Y";"Y";"N";"Y";"N";;46;;46;;46;;45;;45;;;;45;;45;"N";"PO Box 168, Lagrange, KY, 40031";"2100 Spencer Court, Lagrange, KY, 40031";"No Information Available";"Y";"10/31/2023";"Infant To School Age";"L358593";
202045;"Oldham County YMCA SACC";"20 Quality Place";"Buckner";"OLDHAM";"KY";40010;5022229358;"Licensed";"APPROVED";61;"Y";"2:30 PM - 6:00 PM";"2:30 PM - 6:00 PM";"2:30 PM - 6:00 PM";"2:30 PM - 6:00 PM";"2:30 PM - 6:00 PM";"No Information Available";"No Information Available";1;"N";"N";"N";"N";"Y";;"Y";"N";;;;;;;;;;;;;13.6;;13.6;;"No Information Available";"20 Quality Place, Buckner, KY, 40010";"20 Quality Place, Buckner, KY, 40010";"Y";"Y";"1/31/2024";"School_Age";"L383962";
